fragmentationMode	lipidClass	additional_element	neutral_loss	diagnostic	countOfChains	countOfStandardAcylsChains	containsHydroxy	sialic	acylChain.AcylChainType	acylChain.NumCarbons	acylChain.NumDoubleBonds	acylChain.HydroxyPosition	C	H	N	O	P	S	desc	target_acylChains
Negative	PS		0	0					Ether				X+3	2X-2Y+8	0	6	1	0	LPA(O-)	
Negative	PS		0	0					Ether				X+3	2X-2Y+6	0	5	1	0	LPA(O-)-H2O	
Negative	PS		0	0	2				Ether				X+6	2X-2Y+13	1	8	1	0	LPS(O-	
Negative	PS		0	0	2				Ether				X+6	2X-2Y+11	1	7	1	0	LPS(O- - H2O	
Negative	Cer		1	0									1	2	0	1	0	0	M-CH2O	
Negative	Cer		1	0									1	4	0	1	0	0	M-CH3OH	
Negative	Cer		1	0									0	2	0	1	0	0	M-H2O	
Negative	Cer		1	0			1		Dihydro				X-2	2X-2Y-2	0	2	0	0	M-LBC (256)	
Negative	Cer		0	0			1		Dihydro				X-2	2X-2Y-5	0	1	0	0	LBC (237)	
Negative	Cer		0	0			1		Dihydro				X	2X-2Y-3	0	1	0	0	LBC (263)	
Negative	Cer		0	0			1		Dihydro				X-1	2X-2Y	1	1	0	0	LBC+amine	
Negative	Cer		1	0			1		Dihydro				X-2	2X-2Y-2	0	1	0	0	M-LBC (240)	
Negative	Cer		0	0			1		Standard				X	2X-2Y-1	0	2	0	0	FA	
Negative	Cer		0	0			1		Hydroxy				X	2X-2Y-1	0	3	0	0	FA with OH	
Negative	Cer		1	0			1		Trihydro				X-2	2X-2Y	0	3	0	0	M-(LBC+H2O) (274)	
Negative	Cer		1	0			1		Trihydro				X-2	2X-2Y	0	2	0	0	M-(LBC+H2O) (258)	
Negative	Cer		0	0			1		Trihydro				X-2	2X-2Y-3	0	2	0	0	LBC-(LBC+H2O) (255)	
Negative	Cer		0	0			1		Trihydro				X	2X-2Y-1	0	2	0	0	LBC-(LBC+H2O) (281)	
Negative	Cer		0	0			1		Trihydro				X-1	2X-2Y+2	1	2	0	0	LBC+amine+H2O	
Negative	Cer		1	0			0		Dihydro				X+1	2X-2Y+3	1	3	0	0	M-LBC (327)	
Negative	Cer		1	0			0		Dihydro				X-2	2X-2Y-2	0	2	0	0	M-LBC (256)	
Negative	Cer		1	0			0		Dihydro				X-2	2X-2Y-2	0	1	0	0	M-LBC (240)	
Negative	Cer		0	0			0		Dihydro				X-2	2X-2Y-3	0	1	0	0	LBC (239)	
Negative	Cer		0	0			0		Dihydro				X-2	2X-2Y-5	0	1	0	0	LBC (237)	
Negative	Cer		0	0			0		Dihydro				X	2X-2Y-3	0	1	0	0	LBC (263)	
Negative	Cer		0	0			0		Dihydro				X-1	2X-2Y	1	1	0	0	LBC+amine	
Negative	Cer		0	0			0		Standard				X	2X-2Y-1	0	2	0	0	FA	
Negative	Cer		1	0			0		Trihydro				X+1	2X-2Y+3	1	3	0	0	M-LBC (327)	
Negative	Cer		1	0			0		Trihydro				X-2	2X-2Y	0	3	0	0	M-(LBC+H2O) (274)	
Negative	Cer		1	0			0		Trihydro				X-2	2X-2Y	0	2	0	0	M-(LBC+H2O) (258)	
Negative	Cer		0	0			0		Trihydro				X-2	2X-2Y-1	0	2	0	0	LBC+H2O (257)	
Negative	Cer		0	0			0		Trihydro				X-2	2X-2Y-3	0	2	0	0	LBC-(LBC+H2O) (255)	
Negative	Cer		0	0			0		Trihydro				X	2X-2Y-1	0	2	0	0	LBC-(LBC+H2O) (281)	
Negative	PI_Cer		0	0									6	10	0	8	1	0	C6H10O8P	
Negative	MIPC		0	0									6	10	0	8	1	0	C6H10O8P	
Negative	MIP2C		0	0									6	10	0	8	1	0	C6H10O8P	
Negative	PI_Cer		0	0									6	12	0	9	1	0	IP	
Negative	MIPC		0	0									6	12	0	9	1	0	IP	
Negative	MIP2C		0	0									6	12	0	9	1	0	IP	
Negative	PI_Cer		0	0									6	8	0	7	1	0	IP-2(H2O)-H	
Negative	MIPC		0	0									6	8	0	7	1	0	IP-2(H2O)-H	
Negative	MIP2C		0	0									6	8	0	7	1	0	IP-2(H2O)-H	
Negative	PI_Cer		1	0									6	12	0	5	0	0	CerP	
Negative	MIPC		1	0									6	12	0	5	0	0	CerP	
Negative	MIP2C		1	0									6	12	0	5	0	0	CerP	
Negative	PI_Cer		1	0									6	14	0	6	0	0	Cerp-H2O	
Negative	MIPC		1	0									6	14	0	6	0	0	Cerp-H2O	
Negative	MIP2C		1	0									6	14	0	6	0	0	Cerp-H2O	
Negative	MIPC		0	0									12	22	0	14	1	0	MIP	
Negative	MIP2C		0	0									12	22	0	14	1	0	MIP	
Negative	MIPC		0	0									12	20	0	13	1	0	MIP-H2O	
Negative	MIP2C		0	0									12	20	0	13	1	0	MIP-H2O	
Negative	MIP2C		1	0									18	33	0	21	2	0	Cer	
Negative	MIP2C		0	0									18	32	0	19	1	0	MIP(2)-P	
Negative	MIP2C		0	0									18	32	0	18	2	0	[M(IP)2]2-	
Negative	MIP2C		0	0									X+18	2X-Y+33	1	26	2	0	[M-2H]2- - M(IP)2C	
Negative	PI_Cer		0	0					Standard				X	2X-2Y-1	0	2	0	0	FA	
Negative	MIPC		0	0					Standard				X	2X-2Y-1	0	2	0	0	FA	
Negative	MIP2C		0	0					Standard				X	2X-2Y-1	0	2	0	0	FA	
Negative	PI_Cer		0	0					Trihydro				X	2X-Y+1	1	5	1	0	LBCP-H2O	
Negative	MIPC		0	0					Trihydro				X	2X-Y+1	1	5	1	0	LBCP-H2O	
Negative	MIP2C		0	0					Trihydro				X	2X-Y+1	1	5	1	0	LBCP-H2O	
Negative	PI_Cer		0	0					Trihydro				X	2X-Y-1	1	4	1	0	LBCP-2(H2O)	
Negative	MIPC		0	0					Trihydro				X	2X-Y-1	1	4	1	0	LBCP-2(H2O)	
Negative	MIP2C		0	0					Trihydro				X	2X-Y-1	1	4	1	0	LBCP-2(H2O)	
Negative	PI_Cer		0	0					Hydroxy				X	2X-2Y-1	0	3	0	0	FA with OH	
Negative	MIPC		0	0					Hydroxy				X	2X-2Y-1	0	3	0	0	FA with OH	
Negative	MIP2C		0	0					Hydroxy				X	2X-2Y-1	0	3	0	0	FA with OH	
Negative	GlcCer		1	0									6	10	0	5	0	0	M-sugar	
Negative	GalCer		1	0									6	10	0	5	0	0	M-sugar	
Negative	GlcCer		1	0									6	12	0	6	0	0	M-sugar-H2O	
Negative	GalCer		1	0									6	12	0	6	0	0	M-sugar-H2O	
Negative	GlcCer		0	0					Standard				X	2X-2Y-1	0	2	0	0	FA	
Negative	GalCer		0	0					Standard				X	2X-2Y-1	0	2	0	0	FA	
Negative	GlcCer		0	0					Hydroxy				X	2X-2Y-1	0	3	0	0	FA with OH	
Negative	GalCer		0	0					Hydroxy				X	2X-2Y-1	0	3	0	0	FA with OH	
Negative	Ganglioside		0	0	>=1								X	2X-2Y	1	3	0	0	Cer	All
Negative	Ganglioside		0	0	>=1								X	2X-2Y-2	1	2	0	0	Cer-H2O	All
Negative	Ganglioside		0	0	>=1								X+6	2X-2Y+10	1	8	0	0	HexCer	All
Negative	Ganglioside		0	0	>=1								X+12	2X-2Y+20	1	13	0	0	2(Hex)Cer	All
Negative	Ganglioside		0	0	>=1								X+6	2X-2Y+8	1	7	0	0	HexCer-H2O	All
Negative	Ganglioside		1	0									2	4	0	2	0	0	M-C2H4O2 (cross ring cleavage)	
Negative	Ganglioside		0	0									11	16	1	8	0	0	NAc-H	
Negative	Ganglioside		1	0									11	17	1	8	0	0	M-NAc-H	
Negative	Ganglioside		1	0									11	16	1	8	0	0	M-NAc-H	
Negative	Ganglioside		1	0				D,T,Q					22	33	2	16	0	0	M-2NAc-H	
Negative	Ganglioside		0	0				D,T,Q					22	33	2	16	0	0	2NAc-H	
Negative	Ganglioside		1	0				T,Q					33	50	3	24	0	0	M-3NAc-H	
Negative	Ganglioside		1	0				Q					44	67	4	32	0	0	M-4NAc-H	
Negative	Sulfatide		0	1									0	1	0	4	0	1	HO4S	
Negative	Sulfatide		0	0									6	11	0	9	0	1	sulfogalactosyl	
Negative	Sulfatide		0	0									6	9	0	9	0	1	sulfogalactosyl-H2	
Negative	Sulfatide		0	0									6	9	0	8	0	1	sulfogalactosyl-H20	
Negative	Sulfatide		0	0									8	14	1	9	0	1	sulfogalactosyl+amine	
Negative	Sulfatide		0	0					Standard				X+2	2X-2Y+2	1	1	0	0	FA with amide	
Negative	Sulfatide		0	0					Standard				X+8	2X-2Y+14	1	10	0	1	lysoSulfogalactosyl with FA	
Negative	Sulfatide		0	0					Dihydro				X+6	2X-2Y+12	1	10	0	1	lysoSulfogalactosyl with LBC	
Negative	Sulfatide		0	0					Dihydro				X+6	2X-2Y+10	1	9	0	1	lysoSulfogalactosyl with LBC - H20	
Negative	Sulfatide		0	0					Hydroxy				X+2	2X-2Y+2	1	2	0	0	FA with OH	
Negative	Sulfatide		0	0					Hydroxy				X+8	2X-2Y+14	1	11	0	1	lysoSulfogalactosyl with OH	
Negative	CL		0	0					Standard				X	2X-2Y-1	0	2	0	0	FA	
Negative	CL		0	0					Standard				X+3	2X-2Y+5	0	6	1	0	FA+C3H6PO4	
Negative	CL		0	0					Standard				X+3	2X-2Y+7	0	7	1	0	FA+C3H6PO4+H2O	
Negative	CL		0	0					Standard				X+3	2X-2Y+6	0	7	1	0	LPA-H	
Negative	CL		0	0					Standard				X+3	2X-2Y+4	0	6	1	0	LPA-H2O-H	
Negative	CL		1	0					Standard				X	2X-2Y	0	2	0	0	M-FA	
Negative	CL		0	0	4								X+3	2X-2Y+4	0	8	1	0	PA	1,2
Negative	CL		0	0	4								X+3	2X-2Y+4	0	8	1	0	PA	3,4
Negative	CL		0	0	4								X+6	2X-2Y+10	0	10	1	0	PG	1,2
Negative	CL		0	0	4								X+6	2X-2Y+10	0	10	1	0	PG	3,4
Negative	CL		0	0	4								X+6	2X-2Y+8	0	9	1	0	PG-H2O	1,2
Negative	CL		0	0	4								X+6	2X-2Y+8	0	9	1	0	PG-H2O	3,4
Negative	CL		0	0	4								X+6	2X-2Y+11	0	13	2	0	PG+PO3	1,2
Negative	CL		0	0	4								X+6	2X-2Y+11	0	13	2	0	PG+PO3	3,4
Negative	CL		0	0	4								X+6	2X-2Y+11	0	12	2	0	PG+PO2	1,2
Negative	CL		0	0	4								X+6	2X-2Y+11	0	12	2	0	PG+PO2	3,4
Negative	SQDG		0	1									6	9	0	7	0	1	C6H9O7S	
Negative	SQDG		0	0					Standard				X	2X-2Y-1	0	2	0	0	FA	
Negative	SQDG		1	0					Standard				X	2X-2Y-2	0	1	0	0	M-Ketene	
Negative	SQDG		1	0					Standard				X	2X-2Y	0	2	0	0	M-FA	
Negative	SQDG		0	0					Standard				X+3	2X-2Y+6	0	7	1	0	LPA-H	
Negative	SQDG		0	0					Standard				X+3	2X-2Y+4	0	6	1	0	LPA-H2O-H	
Negative	MycolipanolicAcid		1	0									2	5	0	2	0	0	C2H5O2	
Negative	MycolipenicAcid		1	0									1	2	0	2	0	0	CH2O2	
Negative	HydroxyphthioceranicAcid		1	0									0	2	0	1	0	0	H2O	
Negative	HydroxyphthioceranicAcid		1	0									0	4	0	2	0	0	2H2O	
Negative	HydroxyphthioceranicAcid		1	0									1	2	0	2	0	0	H2-CO2	
Negative	HydroxyphthioceranicAcid		0	0					Standard				X	2X-3+2Y	0	3	0	0	branched	
Negative	HydroxyphthioceranicAcid		0	0					Standard				X-1	2X-3+2Y	0	2	0	0	branched - CO2	
Negative	HydroxyphthioceranicAcid		0	0					Standard				X-1	2X-5+2Y	0	2	0	0	branched - H2-CO2	
Negative	HydroxyphthioceranicAcid		0	0			1		Standard				X	2X	0	1	0	0	branched + hydroxy	
Negative	HydroxyphthioceranicAcid		0	0					Standard				X	2X-1	0	1	0	0	unbranched	
Negative	HydroxyphthioceranicAcid		0	0					Standard				X	2X-1	0	1	0	0	unbranched + methyl	
Negative	LPIM1		0	0									12	20	0	13	1	0	PIM1	
Negative	LPIM1		1	0									6	10	0	5	0	0	sugar (C6H10O5)	
Negative	LPIM1		1	0									6	12	0	6	0	0	sugar+ H2O  (C6H12O6)	
Negative	LPIM1		1	0									12	22	0	11	0	0	2sugar	
Negative	LPIM1		0	0					Standard				X+3	2X-2Y+6	0	7	1	0	LPA-H	
Negative	LPIM1		0	0					Standard				X+3	2X-2Y+4	0	6	1	0	LPA-H2O-H	
Negative	LPIM1		0	0					Standard				X	2X-1-2Y	0	2	0	0	FA	
Negative	LPIM1		0	0									6	10	0	8	1	0	C6H10O8P	
Negative	LPIM1		0	0									3	6	0	5	1	0	C3H6O5P	
Negative	LPIM1		0	0									9	18	0	11	1	0	C9H18O11P	
Negative	LPIM1		0	0									9	16	0	10	1	0	C9H16O10P	
Negative	LPIM1		0	0									6	8	0	7	1	0	IP-2H2O-H	
Negative	PIM1		0	0									6	10	0	8	1	0	C6H10O8P	
Negative	PIM1		0	0									12	20	0	13	1	0	PIM1	
Negative	PIM1		0	0									12	22	0	14	1	0	PIM1+H2O	
Negative	PIM1		1	0									6	10	0	5	0	0	sugar (C6H10O5)	
Negative	PIM1		1	0									6	12	0	6	0	0	sugar (C6H12O6 )	
Negative	PIM1		1	0					Standard				X	2X-2Y	0	4	0	0	loss of 2 fatty acids	
Negative	PIM1		1	0					Standard				X	2X-2-2Y	0	4	0	0	loss of 2 fatty acids +H2O	
Negative	PIM1		0	0					Standard				x	2X-1-2Y	0	2	0	0	FA 	
Negative	PIM1		1	0					Standard				X	2X-2-2Y	0	1	0	0	M-ketene	
Negative	PIM1		1	0					Standard				X	2X-2Y	0	2	0	0	M-fatty acid	
Negative	PIM1		0	0					Standard				X+3	2X-2Y+6	0	7	1	0	LPA-H	
Negative	PIM1		0	0					Standard				X+3	2X-2Y+4	0	6	1	0	LPA-H2O-H	
Negative	Ac1PIM1		1	0									6	10	0	5	0	0	sugar (C6H10O5)	
Negative	Ac1PIM1		1	0									6	12	0	6	0	0	sugar (C6H12O6 )	
Negative	Ac1PIM1		1	0									12	22	0	11	0	0	2sugar	
Negative	Ac1PIM1		0	0									3	6	0	5	1	0	C3H6O5P	
Negative	Ac1PIM1		0	0					Standard				X	2X-1-2Y	0	2	0	0	FA	
Negative	Ac1PIM1		0	0					Standard				X+18	2X+30-2Y	0	20	1	0	head group	
Negative	Ac1PIM1		0	0					Standard				X+18	2X+28-2Y	0	19	1	0	head group - H2O	
Negative	Ac1PIM1		0	0					Standard				X+21	2X+34-2Y	0	21	1	0	head group + glycerol	
Negative	Ac1PIM1		0	0					Standard				X+21	2X+32-2Y	0	20	1	0	head group + glycerol - H2O	
Negative	Ac1PIM1		1	0					Standard				X	2X-2-2Y	0	1	0	0	M-ketene	
Negative	Ac1PIM1		1	0					Standard				X	2X-2Y	0	2	0	0	M-fatty acid	
Negative	Ac1PIM1		0	0					Standard				X+3	2X+4-2Y	0	6	1	0	FA+PO4	
Negative	Ac1PIM2		1	0									6	10	0	5	0	0	sugar (C6H10O5)	
Negative	Ac1PIM2		1	0									6	12	0	6	0	0	sugar (C6H12O6 )	
Negative	Ac1PIM2		1	0									12	22	0	11	0	0	2sugar	
Negative	Ac1PIM2		0	0									3	6	0	5	1	0	C3H6O5P	
Negative	Ac1PIM2		0	0					Standard				X	2X-1-2Y	0	2	0	0	FA	
Negative	Ac1PIM2		0	0					Standard				X+18	2X+28-2Y	0	19	1	0	head group - H2O	
Negative	Ac1PIM2		0	0					Standard				X+21	2X+34-2Y	0	21	1	0	head group + glycerol	
Negative	Ac1PIM2		0	0					Standard				X+21	2X+32-2Y	0	20	1	0	head group + glycerol - H2O	
Negative	Ac1PIM2		1	0					Standard				X	2X-2-2Y	0	1	0	0	M-ketene	
Negative	Ac1PIM2		1	0					Standard				X	2X-2Y	0	2	0	0	M-fatty acid	
Negative	Ac1PIM2		0	0					Standard				X+3	2X+4-2Y	0	6	1	0	FA+PO4	
Negative	Ac2PIM2		1	0									6	10	0	5	0	0	sugar (C6H10O5)	
Negative	Ac2PIM2		1	0									6	12	0	6	0	0	sugar (C6H12O6 )	
Negative	Ac2PIM2		1	0									12	22	0	11	0	0	2sugar	
Negative	Ac2PIM2		0	0									3	6	0	5	1	0	C3H6O5P	
Negative	Ac2PIM2		0	0	4								X+18	2X+26-2Y	0	20	1	0	head group + PO3	1,2
Negative	Ac2PIM2		0	0	4								X+21	2X+30-2Y	0	21	1	0	head group + C3H4O	1,2
Negative	Ac2PIM2		0	0					Standard				X	2X-1-2Y	0	2	0	0	FA	
Negative	Ac2PIM2		1	0					Standard				X	2X-2-2Y	0	1	0	0	M-ketene	
Negative	Ac2PIM2		1	0					Standard				X	2X-2Y	0	2	0	0	M-fatty acid	
Negative	Ac2PIM2		0	0					Standard				X+3	2X+4-2Y	0	6	1	0	FA+PO4	
Negative	PIM2		0	0									12	20	0	13	1	0	PIM1	
Negative	PIM2		0	0									18	30	0	18	1	0	PIM2	
Negative	PIM2		1	0									6	10	0	5	0	0	sugar (C6H10O5)	
Negative	PIM2		1	0									6	12	0	6	0	0	sugar (C6H12O6 )	
Negative	PIM2		1	0					Standard				X	2X-2Y	0	4	0	0	loss of 2 fatty acids	
Negative	PIM2		1	0					Standard				X	2X-2-2Y	0	4	0	0	loss of 2 fatty acids +H2O	
Negative	PIM2		0	0					Standard				x	2X-1-2Y	0	2	0	0	FA 	
Negative	PIM2		1	0					Standard				X	2X-2-2Y	0	1	0	0	M-ketene	
Negative	PIM2		1	0					Standard				X	2X-2Y	0	2	0	0	M-fatty acid	
Negative	PIM2		0	0					Standard				X+3	2X-2Y+6	0	7	1	0	LPA-H	
Negative	PIM2		0	0					Standard				X+3	2X-2Y+4	0	6	1	0	LPA-H2O-H	
Negative	LPIM2		0	0									18	30	0	18	1	0	PIM2	
Negative	LPIM2		1	0									6	10	0	5	0	0	sugar (C6H10O5)	
Negative	LPIM2		1	0									6	12	0	6	0	0	sugar (C6H12O6 )	
Negative	LPIM2		1	0									12	22	0	11	0	0	2sugar	
Negative	LPIM2		0	0					Standard				X+3	2(X+3)-2Y	0	7	1	0	LPA-H	
Negative	LPIM2		0	0					Standard				X+3	2(X+3)-2-2Y	0	6	1	0	LPA-H2O-H	
Negative	LPIM2		0	0					Standard				X	2X-1-2Y	0	2	0	0	FA	
Negative	LPIM2		1	0					Standard				X	2X-2-2Y	0	1	0	0	M-ketene	
Negative	LPIM2		1	0					Standard				X	2X-2Y	0	2	0	0	M-fatty acid	
Negative	LPIM2		0	0									6	10	0	8	1	0	C6H10O8P	
Negative	LPIM2		0	0									3	6	0	5	1	0	C3H6O5P	
Negative	LPIM2		0	0									9	18	0	11	1	0	C9H18O11P	
Negative	LPIM2		0	0									9	16	0	10	1	0	C9H16O10P	
Negative	LPIM2		0	0									6	8	0	7	1	0	IP-2H2O-H	
Negative	PIM3		0	0									18	30	0	18	1	0	PIM2	
Negative	PIM3		1	0									6	10	0	5	0	0	sugar (C6H10O5)	
Negative	PIM3		1	0									6	12	0	6	0	0	sugar (C6H12O6 )	
Negative	PIM3		1	0									12	22		11			2 sugars	
Negative	PIM3		1	0					Standard				X	2X-2Y	0	4	0	0	loss of 2 fatty acids	
Negative	PIM3		1	0					Standard				X	2X-2-2Y	0	4	0	0	loss of 2 fatty acids +H2O	
Negative	PIM3		0	0					Standard				x	2X-1-2Y	0	2	0	0	FA 	
Negative	PIM3		1	0					Standard				X	2X-2-2Y	0	1	0	0	M-ketene	
Negative	PIM3		1	0					Standard				X	2X-2Y	0	2	0	0	M-fatty acid	
Negative	PIM3		0	0					Standard				X+3	2X-2Y+6	0	7	1	0	LPA-H	
Negative	PIM3		0	0					Standard				X+3	2X-2Y+4	0	6	1	0	LPA-H2O-H	
Negative	PIM3		1	0					Standard				24	24	0	24	1	0	loss of DAG	
Negative	PIM3		1	0					Standard				24	23	0	21	1	0	loss of DAG + PO4	
Negative	PIM4		0	0									18	30	0	18	1	0	PIM2	
Negative	PIM4		1	0									6	10	0	5	0	0	sugar (C6H10O5)	
Negative	PIM4		1	0									6	12	0	6	0	0	sugar (C6H12O6 )	
Negative	PIM4		1	0									12	22	0	11	0	0	2 sugars	
Negative	PIM4		1	0									18	33	0	16	0	0	3 sugars	
Negative	PIM4		1	0									X	2X-2Y	0	4	0	0	loss of 2 fatty acids	
Negative	PIM4		1	0					Standard				X	2X-2-2Y	0	4	0	0	loss of 2 fatty acids +H2O	
Negative	PIM4		0	0					Standard				x	2X-1-2Y	0	2	0	0	FA 	
Negative	PIM4		1	0					Standard				X	2X-2-2Y	0	1	0	0	M-ketene	
Negative	PIM4		1	0					Standard				X	2X-2Y	0	2	0	0	M-fatty acid	
Negative	PIM4		0	0					Standard				X+3	2X-2Y+6	0	7	1	0	LPA-H	
Negative	PIM4		0	0					Standard				X+3	2X-2Y+4	0	6	1	0	LPA-H2O-H	
Negative	PIM4		1	0									24	24	0	24	1	0	loss of DAG	
Negative	PIM4		1	0									24	23	0	21	1	0	loss of DAG + PO4	
Negative	MPM		0	0									6	10	0	8	1	0	C6H10O8P	
Negative	MPM		0	0					Standard				X	2X+2-2Y	0	4	1	0	phosphomyoketide (no sugar)	
Negative	MPM		0	0									3	6	0	5	1	0	C3H6O5P	
Negative	MPM		0	0					Standard				X+2	2X+4-2Y	0	5	1	0	phosphomyoketide + C2H4O	
Negative	MPM		1	0									0	2	0	1	0	0	H2O	
Positive	MK		0	0									12	11	0	2	0	0	menadione	
Positive	MK		1	0					Standard				X-3	2X-18-2Y	0		0	0	5-carbon side chain	
Positive	MK S881		0	0									12	11	0	2	0	0	menadione	
Positive	MK S881		1	0									0	1	0	4	0	1	HO4S	
Positive	DAT1		1	0									6	15	1	6	0	0	sugar + NH3	
Positive	DAT1		1	0									6	17	1	7	0	0	sugar + NH3 + H2O	
Positive	DAT1		0	0					Standard				X	2x-1-2Y	0	1	0	0	FA + 2Me	
Positive	DAT1		1	0					Standard				X	2X-2-2Y	0	1	0	0	M-ketene	
Positive	DAT1		1	0					Standard				X	2X-2Y	0	2	0	0	M-fatty acid	
Positive	DAT1		1	0					Standard				X+6	2X+15-2Y	1	8	0	0	sugar + NH3 + H2O + FA	
Positive	DAT1		1	0										3	1				M-NH3	
Positive	DAT2		1	0									6	15	1	6	0	0	sugar + NH3	
Positive	DAT2		1	0									6	17	1	7	0	0	sugar + NH3 + H2O	
Positive	DAT2		0	0			1						X	2x-1-2Y	0	2	0	0	FA + 2Me +OH	
Positive	DAT2		0	0			1						X	2x-1-2Y	0	3	0	0	FA + 2Me +OH	
Positive	DAT2		1	0					Standard				X	2X-2-2Y	0	1	0	0	M-ketene	
Positive	DAT2		1	0					Standard				X	2X-2Y	0	2	0	0	M-fatty acid	
Positive	DAT2		1	0					Standard				X+6	2X+15-2Y	1	8	0	0	sugar + NH3 + H2O + FA	
Positive	DAT2		1	0										3	1				M-NH3	
Positive	GMMaMA		1	0									6	10		5			sugar	
Positive	GMMaMA		1	0									6	12		6			sugar+ H2O	
Positive	GMMaMA		0	0					Standard				X	2X-3-2Y		3			alpha mycolic acid	
Positive	GMMaMA		0	0					Standard				X	2X-5-2Y		2			alpha mycolic acid - H2O	
Positive	GMMaMA		0	0					Standard				X	2X-7-2Y		1			alpha mycolic acid - 2H2O	
Positive	GMMaMA													3	1				M-NH3	
Positive	GMMmMA		1	0									6	10		5			sugar	
Positive	GMMmMA		1	0									6	12		6			sugar+ H2O	
Positive	GMMmMA		0	0					Standard				X	2X-1-2Y		4			methoxy mycolic acid	
Positive	GMMmMA		0	0					Standard				X	2X-3-2Y		3			methoxy mycolic acid - H2O	
Positive	GMMmMA		0	0					Standard				X	2X-5-2Y		2			methoxy mycolic acid - 2H2O	
Positive	GMMmMA		1	0										3	1				M-NH3	
Positive	GMMkMA		1	0									6	10		5			sugar	
Positive	GMMkMA		1	0									6	12		6			sugar+ H2O	
Positive	GMMkMA		0	0					Standard				X	2X-3-2Y		4			keto mycolic acid	
Positive	GMMkMA		0	0					Standard				X	2X-5-2Y		3			keto mycolic acid - H2O	
Positive	GMMkMA		0	0					Standard				X	2X-7-2Y		2			keto mycolic acid - 2H2O	
Positive	GMMkMA		1	0										3	1				M-NH3	
Positive	TMMaMA		1	0									6	10		5			sugar 	
Positive	TMMaMA		0	0					Standard				X	2X-3-2Y		3			alpha mycolic acid	
Positive	TMMaMA		0	0					Standard				X	2X-5-2Y		2			alpha mycolic acid - H2O	
Positive	TMMaMA		0	0					Standard				X	2X-7-2Y		1			alpha mycolic acid - 2H2O	
Positive	TMMaMA		0	0									12	21		11			2sugar	
Positive	TMMaMA		0	0									12	17		10			2sugar-H2O	
Positive	TMMaMA		1	0									12	22		11			2sugar	
Positive	TMMaMA		0	0					Standard				X+6	2X+5-2Y		7			alpha mycolic acid + sugar	
Positive	TMMaMA		0	0					Standard				X+6	2X+3-2Y		6			alpha mycolic acid + sugar + H2O	
Positive	TMMaMA		0	0										3	1				M-NH3	
Positive	TMMmMA		1	0									6	10		5			sugar	
Positive	TMMmMA		1	0									6	12		6			sugar+ H2O	
Positive	TMMmMA		0	0					Standard				X	2X-1-2Y		4			methoxy mycolic acid	
Positive	TMMmMA		0	0					Standard				X	2X-3-2Y		3			methoxy mycolic acid - H2O	
Positive	TMMmMA		0	0					Standard				X	2X-5-2Y		2			methoxy mycolic acid - 2H2O	
Positive	TMMmMA		0	0									12	21		11			2sugar	
Positive	TMMmMA		0	0									12	17		10			2sugar-H2O	
Positive	TMMmMA		1	0									12	22		11			2sugar	
Positive	TMMmMA		0	0					Standard				X+6	2X+7-2Y		8			methoxy mycolic acid + sugar	
Positive	TMMmMA		0	0					Standard				X+6	2X+5-2Y		7			methoxy mycolic acid + sugar + H2O	
Positive	TMMmMA		0	0										3	1				M-NH3	
Positive	TMMkMA		1	0									6	10		5			sugar	
Positive	TMMkMA		1	0									6	12		6			sugar+ H2O	
Positive	TMMkMA		0	0					Standard				X	2X-3-2Y		4			keto mycolic acid	
Positive	TMMkMA		0	0					Standard				X	2X-5-2Y		3			keto mycolic acid - H2O	
Positive	TMMkMA		0	0					Standard				X	2X-7-2Y		2			keto mycolic acid - 2H2O	
Positive	TMMkMA		0	0									12	21		11			2sugar	
Positive	TMMkMA		0	0									12	17		10			2sugar-H2O	
Positive	TMMkMA		1	0									12	22		11			2sugar	
Positive	TMMkMA		0	0					Standard				X+6	2X+5-2Y		8			keto mycolic acid + sugar	
Positive	TMMkMA		0	0					Standard				X+6	2X+3-2Y		7			keto mycolic acid + sugar + H2O	
Positive	TMMkMA		0	0										3	1				M-NH3	
Negative	HydroxyphthioceranicAcid		1	0										2		1			H2O	
Negative	HydroxyphthioceranicAcid		1	0										4		2			2H2O	
Negative	HydroxyphthioceranicAcid		1	0									1	2		2			H2-CO2	
Negative	HydroxyphthioceranicAcid		0	0					Standard				X	2X-3+2Y		3			branched	
Negative	HydroxyphthioceranicAcid		0	0					Standard				X-1	2X-3+2Y		2			branched - CO2	
Negative	HydroxyphthioceranicAcid		0	0					Standard				X-1	2X-5+2Y		2			branched - H2-CO2	
Negative	HydroxyphthioceranicAcid		0	0					Standard				X	2X		1			branched + hydroxy	
Negative	HydroxyphthioceranicAcid		0	0					Standard				X	2X-1		1			unbranched	
Negative	HydroxyphthioceranicAcid		0	0					Standard				X	2X-1		1			unbranched + methyl	
Negative	MycolipanolicAcid		1	0									2	4		2			C2H4O2	
Negative	MycolipenicAcid		1	0									1	2		2			CH2O2	
